,fire_size_class,Temp_pre_30,Temp_pre_15,Temp_pre_7,Temp_cont,Wind_pre_30,Wind_pre_15,Wind_pre_7,Wind_cont,Hum_pre_30,Hum_pre_15,Hum_pre_7,Hum_cont,Prec_pre_30,Prec_pre_15,Prec_pre_7,Prec_cont
1592,B,2,1,1,1,5,5,5,5,5,4,5,4,6,6,6,6
1593,C,2,1,2,4,4,4,3,4,2,2,5,4,6,6,6,6
1594,C,2,1,2,4,4,2,2,3,2,3,4,5,6,6,6,3
1595,B,6,5,4,3,3,3,2,5,0,1,1,1,2,4,5,5
1596,B,2,2,3,1,0,1,1,2,6,5,6,3,5,5,6,4
1597,C,3,2,2,4,3,3,4,2,3,3,3,4,6,6,6,6
1598,B,1,1,2,2,1,1,1,2,6,6,6,5,6,6,6,4
1599,B,0,0,0,0,4,4,4,5,6,6,6,5,0,1,2,0
1600,B,6,6,5,4,0,1,3,1,3,5,5,3,2,4,4,3
1601,B,4,4,5,5,3,4,4,4,5,5,6,5,1,2,1,5
1602,B,0,0,0,0,4,4,3,6,2,2,2,1,2,3,2,2
1603,B,3,2,2,1,1,1,3,2,4,3,3,3,5,6,6,3
1604,B,1,0,0,0,0,0,0,0,2,2,3,2,4,2,4,2
1605,B,0,0,0,0,2,2,2,3,1,0,1,1,4,3,4,4
1606,C,5,5,6,6,4,4,3,1,5,6,6,6,4,4,2,1
1607,B,1,1,1,2,4,4,4,3,5,5,4,6,5,5,6,4
1608,C,6,6,6,6,2,2,2,1,1,2,3,2,1,3,5,0
1609,B,6,6,6,5,0,0,0,0,4,3,5,2,1,2,4,0
1610,B,5,5,5,4,2,2,1,2,5,4,4,5,4,3,2,3
1611,B,2,2,2,3,5,4,3,4,4,4,6,5,1,2,3,2
1612,C,0,1,1,0,5,4,4,5,2,3,3,3,2,2,2,3
1613,C,3,3,4,4,0,0,0,1,0,1,0,0,0,1,2,0
1614,B,0,0,3,2,6,6,6,6,2,3,1,1,1,1,2,3
1615,D,5,6,5,6,2,2,2,2,3,3,4,2,4,2,4,5
1616,B,3,4,4,3,3,3,5,5,2,3,3,1,2,2,0,4
1617,B,0,0,0,0,3,4,4,3,1,1,1,1,0,0,0,2
1618,B,1,1,1,3,6,6,5,4,0,0,0,0,0,1,0,1
1619,B,2,3,4,3,4,2,2,5,1,2,2,1,0,0,0,2
1620,B,0,0,0,0,6,6,6,5,6,3,3,2,4,4,6,5
1621,B,3,3,3,2,5,5,6,4,1,1,0,4,5,4,3,1
1622,B,1,0,0,1,3,3,4,2,1,1,3,1,5,6,6,4
1623,B,1,0,0,1,1,2,1,1,6,6,5,5,5,6,5,2
1624,B,1,2,1,3,4,5,4,4,3,5,5,2,3,5,4,4
1625,B,5,5,5,5,5,5,5,6,1,2,1,1,4,4,3,1
1626,B,0,0,0,0,0,0,0,0,2,1,3,6,1,1,2,6
1627,B,3,3,3,3,5,4,4,4,6,6,6,6,0,0,1,0
1628,B,3,3,3,2,2,2,1,0,5,2,4,4,0,0,0,2
1629,B,3,2,2,4,4,4,3,4,4,4,4,4,3,3,4,0
1630,B,6,6,6,6,2,2,2,2,2,1,1,0,4,2,4,3
1631,B,4,5,5,5,3,2,3,2,4,3,2,5,1,0,1,1
1632,B,5,5,5,5,0,1,2,2,6,6,6,6,2,3,4,5
1633,B,0,0,0,1,6,6,6,5,2,1,2,2,6,6,6,6
1634,C,0,0,0,0,3,3,2,5,1,4,5,1,0,1,2,1
1635,B,2,2,2,3,5,5,5,5,1,1,0,2,5,4,3,4
1636,C,4,5,6,6,4,3,3,4,0,0,0,0,3,1,3,0
1637,C,6,5,5,6,5,3,4,2,5,6,6,4,5,6,6,1
1638,B,4,5,5,5,1,1,1,1,5,4,4,6,5,4,5,6
1639,B,6,6,6,4,1,0,0,2,1,1,2,6,0,1,2,6
1640,B,0,0,0,0,5,4,6,5,3,4,4,2,3,2,3,1
1641,B,1,1,1,1,0,0,0,0,1,1,1,2,2,0,1,4
1642,C,6,6,6,6,3,3,2,3,1,1,1,2,3,2,4,3
1643,B,4,3,3,3,0,0,1,0,5,4,5,6,2,3,5,3
1644,B,0,0,0,0,5,4,6,5,2,1,3,1,1,3,5,2
1645,B,6,6,6,6,0,0,0,0,3,5,4,5,2,3,3,6
1646,B,1,1,1,0,2,2,3,4,4,2,1,1,5,2,4,0
1647,B,1,1,0,2,4,5,4,4,4,3,4,4,5,4,3,5
1648,B,0,0,0,0,0,0,0,0,5,5,4,5,3,5,5,5
1649,B,0,0,0,0,4,4,4,5,1,1,3,0,3,3,2,3
1650,B,5,5,6,6,2,2,2,1,3,4,3,4,6,6,3,6
1651,C,6,6,6,6,5,5,4,3,1,0,1,0,0,1,2,0
1652,B,1,1,0,1,1,1,1,2,4,5,2,3,2,2,2,4
1653,B,5,5,5,4,0,0,0,1,3,2,2,5,4,2,2,4
1654,B,3,3,2,2,0,1,1,1,1,0,0,5,5,0,0,3
1655,B,0,0,0,1,2,2,1,4,0,1,1,1,2,3,0,4
1656,D,6,6,6,6,5,4,4,4,6,6,6,6,6,6,6,6
1657,C,5,4,4,1,2,1,2,2,6,5,6,6,1,1,3,5
1658,B,5,5,5,4,0,0,0,2,3,2,3,5,0,0,0,6
1659,B,6,6,6,6,3,1,1,1,6,6,5,6,6,4,4,6
1660,C,4,3,3,4,4,5,3,3,6,6,6,4,6,1,1,1
1661,B,1,0,0,1,2,2,2,3,0,0,1,1,3,3,5,4
1662,C,5,5,6,5,0,0,0,0,6,6,6,6,6,6,5,5
1663,B,0,0,0,1,4,4,5,5,4,5,6,2,0,1,2,1
1664,B,6,6,6,5,1,1,1,2,4,5,4,5,0,0,2,4
1665,B,5,5,5,5,0,0,0,0,6,6,6,6,5,2,4,5
1666,B,5,5,5,5,1,1,1,1,0,0,0,0,0,0,0,0
1667,B,5,5,5,6,0,1,1,1,5,5,5,6,2,3,5,6
1668,B,6,6,6,6,0,0,0,1,6,5,5,5,5,6,3,3
1669,C,0,0,0,0,6,6,6,6,4,5,4,3,2,4,0,4
1670,C,4,5,4,5,1,1,1,1,4,5,5,3,4,5,5,0
1671,B,3,3,3,3,4,5,3,4,1,1,1,4,3,1,2,4
1672,B,1,0,1,1,2,2,0,2,6,5,5,4,4,4,2,3
1673,B,3,3,4,5,6,6,6,6,1,4,4,2,6,6,0,3
1674,B,2,2,2,0,1,0,0,3,2,3,1,5,1,2,4,6
1675,G,5,5,5,3,5,5,5,5,0,0,0,0,1,1,2,1
1676,C,0,0,0,1,5,6,6,6,5,2,2,1,2,2,2,0
1677,B,0,0,0,2,5,5,5,5,2,2,4,0,2,2,4,0
1678,B,0,1,1,1,5,4,5,4,3,2,1,4,5,3,5,6
1679,C,3,3,2,4,4,5,2,2,4,2,1,5,4,2,1,3
1680,B,4,5,5,5,6,6,6,5,3,2,2,4,6,6,6,4
1681,C,1,0,0,2,5,6,5,5,5,5,4,4,5,3,3,2
1682,B,5,5,6,5,4,4,4,2,5,6,5,6,5,6,6,6
1683,B,6,6,6,6,6,6,6,6,1,2,1,0,3,1,0,2
1684,C,4,5,5,4,6,6,6,5,4,1,2,2,2,1,3,2
1685,B,2,2,2,2,5,5,5,4,4,3,4,4,0,1,0,2
1686,B,6,6,6,6,0,0,0,1,2,2,4,4,1,2,0,2
1687,G,5,6,6,5,2,2,3,5,0,0,0,0,0,0,0,0
1688,B,4,4,4,5,4,4,4,3,1,2,2,0,5,5,4,3
1689,B,0,0,0,1,5,5,2,4,3,3,1,4,3,1,0,2
1690,B,0,0,0,0,3,2,1,2,6,5,5,4,6,5,2,4
1691,B,1,1,2,2,6,6,6,3,2,2,2,6,6,6,6,0
1692,C,4,3,3,5,4,3,4,4,5,5,5,5,5,2,3,2
1693,C,4,3,3,2,2,2,0,2,5,6,6,5,4,2,0,0
1694,B,1,0,0,1,4,5,3,1,1,2,1,3,4,4,3,5
1695,B,5,5,5,5,4,3,2,3,0,0,0,0,0,2,3,0
1696,B,1,1,1,1,1,1,1,3,3,4,6,2,4,5,6,2
1697,D,4,4,4,5,5,5,5,3,6,6,6,6,5,6,6,5
1698,B,3,3,3,1,0,0,0,0,0,0,2,6,2,3,5,0
1699,B,6,6,6,5,0,1,2,1,6,6,5,6,6,6,6,6
1700,C,4,4,4,4,2,2,2,4,1,1,1,0,0,0,0,3
1701,C,3,3,1,2,2,2,0,1,6,5,5,6,6,1,0,3
1702,B,0,1,1,0,4,4,4,5,1,3,3,2,2,3,3,4
1703,B,2,2,3,2,2,3,4,2,1,2,1,4,6,2,0,2
1704,B,1,0,0,0,6,6,6,6,1,1,1,6,0,1,2,0
1705,B,0,0,0,0,6,4,3,6,0,1,5,0,1,3,4,0
1706,B,1,1,2,2,2,1,1,4,1,2,2,1,5,5,2,2
1707,B,1,2,2,1,5,5,6,6,6,5,2,2,4,1,3,2
1708,C,4,4,3,5,6,6,5,6,1,4,5,1,3,5,3,0
1709,C,0,0,1,0,3,4,6,5,4,4,3,6,5,6,5,6
1710,B,4,5,5,5,1,3,4,0,6,6,6,6,4,0,0,3
1711,B,4,5,5,5,1,0,0,2,6,4,4,6,3,2,0,4
1712,B,5,4,3,3,0,1,1,0,3,2,2,2,2,0,1,4
1713,B,6,6,6,6,2,1,1,2,5,4,3,3,2,1,0,2
1714,B,6,6,6,5,4,5,3,6,5,5,5,6,4,1,2,6
1715,B,6,5,6,6,4,4,4,4,6,6,6,6,6,6,0,5
1716,B,1,1,1,3,6,5,3,5,4,5,4,5,4,3,2,5
1717,C,6,6,6,6,1,0,1,2,2,1,2,2,0,0,0,0
1718,C,3,2,1,3,2,1,2,2,5,4,3,4,4,3,5,2
1719,B,3,3,1,3,5,5,4,6,1,3,6,0,3,5,6,0
1720,B,0,0,0,1,3,4,4,2,4,3,2,1,5,5,5,2
1721,B,6,6,6,6,5,3,2,3,1,3,4,2,0,0,1,0
1722,C,1,1,1,2,3,3,5,5,3,3,0,2,6,6,1,6
1723,B,4,4,3,5,6,6,6,5,3,2,0,3,2,3,5,1
1724,C,6,6,6,5,0,0,0,1,3,3,4,3,2,2,4,2
1725,B,1,1,1,0,6,6,6,6,2,1,3,2,6,5,6,6
1726,E,2,2,1,0,2,3,3,3,4,3,3,4,4,4,4,4
1727,D,3,3,3,4,0,1,1,0,4,4,3,1,1,2,1,0
1728,D,2,2,1,2,2,2,2,1,3,3,2,4,6,6,5,6
1729,C,6,6,6,6,1,2,4,2,6,6,5,6,1,2,3,6
1730,B,6,6,6,6,6,6,6,5,5,5,6,4,2,3,5,0
1731,B,3,3,2,3,5,5,6,4,6,6,6,6,2,2,3,6
1732,C,3,2,1,0,6,5,5,4,0,0,1,1,1,2,2,2
1733,B,5,5,6,6,2,2,0,0,2,4,2,4,2,4,2,5
1734,C,5,5,5,6,1,1,1,1,5,5,5,3,6,5,5,3
1735,C,0,0,0,0,6,6,6,6,4,3,3,1,1,2,2,3
1736,C,5,5,5,5,3,4,4,4,6,6,6,3,6,6,6,0
1737,B,3,2,1,5,6,6,6,6,1,2,2,1,6,6,6,3
1738,B,2,3,3,1,3,2,2,3,1,1,2,1,4,2,4,4
1739,B,1,2,1,3,4,3,1,1,2,1,1,4,5,5,4,2
1740,B,0,0,0,1,5,5,5,4,2,2,2,3,3,3,4,5
1741,B,6,6,6,6,1,1,2,1,4,6,4,2,6,6,5,0
1742,B,0,1,3,0,4,4,2,5,3,4,3,3,4,5,3,5
1743,B,2,2,2,3,5,4,3,2,6,6,6,6,2,1,2,0
1744,C,2,2,2,2,5,4,5,5,5,2,3,4,6,5,6,6
1745,C,0,0,0,0,2,1,1,3,3,3,1,1,4,2,2,5
1746,B,4,4,4,2,0,0,1,2,3,4,5,5,0,1,0,4
1747,B,4,4,3,2,0,1,0,0,2,2,2,1,0,1,2,1
1748,B,2,3,2,3,6,6,6,4,4,1,0,1,4,0,1,1
1749,B,4,5,5,5,5,5,5,5,5,4,4,6,3,1,3,4
1750,B,1,0,0,1,3,2,2,3,2,1,2,0,4,4,5,4
1751,B,2,3,2,2,0,0,0,0,5,4,5,6,3,2,4,1
1752,B,5,4,4,4,6,5,4,4,3,3,5,2,6,6,6,5
1753,B,4,4,4,4,6,6,6,6,5,6,6,5,5,6,6,3
1754,C,2,3,3,2,2,2,3,5,3,2,2,2,2,0,0,5
1755,B,2,2,2,2,3,3,3,4,3,4,6,1,5,4,1,5
1756,B,6,6,6,6,5,5,3,4,6,5,6,4,3,2,3,1
1757,B,2,3,2,3,2,3,3,1,4,4,4,4,2,4,5,0
1758,B,6,6,6,6,1,1,0,1,6,6,6,2,6,6,5,2
1759,C,3,3,3,3,2,3,5,3,4,4,2,3,2,2,4,1
1760,B,5,5,5,5,5,5,4,6,1,1,1,2,2,0,0,4
1761,B,5,5,5,5,1,1,2,2,4,4,5,3,3,1,2,1
1762,B,6,6,6,4,0,1,1,2,1,1,2,3,2,4,5,2
1763,B,6,6,6,5,3,2,1,3,3,4,3,6,1,2,2,3
1764,B,2,0,1,0,1,1,0,3,6,6,6,4,6,6,4,6
1765,B,1,0,0,0,4,4,4,4,3,3,2,5,6,6,4,6
1766,B,0,0,0,0,6,5,5,6,5,4,4,2,3,3,5,4
1767,B,2,3,4,2,5,5,2,3,0,0,0,5,4,0,0,6
1768,C,2,2,2,0,6,6,6,6,4,5,4,2,4,0,0,3
1769,C,0,0,0,0,2,1,2,3,4,5,3,4,4,4,3,6
1770,B,6,6,6,6,1,3,2,3,5,3,3,4,4,1,3,4
1771,B,1,1,1,3,6,6,6,6,3,4,3,3,2,2,2,4
1772,C,3,3,3,4,6,5,3,6,2,3,3,4,1,3,4,1
1773,B,5,4,4,5,6,5,5,4,5,5,6,2,6,6,6,2
1774,B,3,2,2,1,1,2,3,2,6,4,3,5,5,5,6,5
1775,B,5,4,4,2,1,1,0,1,0,0,1,2,0,1,0,3
1776,C,1,0,0,0,0,0,0,0,4,3,2,2,6,5,6,5
1777,C,4,4,4,5,2,1,1,0,4,5,4,5,4,2,4,5
1778,B,5,5,5,6,1,2,0,0,2,2,2,5,0,1,0,3
1779,C,0,0,0,2,2,3,5,2,5,4,4,4,4,4,5,5
1780,D,6,5,5,4,6,6,6,5,0,0,0,2,0,1,2,2
1781,B,0,0,0,0,6,6,6,6,3,4,4,2,4,6,6,4
1782,B,0,0,0,0,4,2,1,3,4,4,3,3,3,4,2,3
1783,B,6,6,6,6,4,2,3,3,6,6,6,3,6,4,5,1
1784,C,2,3,2,4,5,5,5,4,3,1,1,4,4,3,5,2
1785,D,0,0,1,0,2,3,4,3,1,1,4,1,4,4,4,4
1786,D,2,2,2,3,4,3,3,3,1,1,0,1,4,3,4,2
1787,C,3,2,3,4,2,3,3,1,4,2,3,4,4,3,4,6
1788,B,2,4,3,3,4,5,5,5,3,2,2,6,4,4,3,6
1789,B,0,0,1,0,3,3,2,2,2,3,2,2,4,4,4,2
1790,C,3,3,3,0,4,4,4,4,2,2,2,1,2,2,0,0
1791,D,4,5,5,6,1,0,0,3,3,3,5,4,2,4,5,1
1792,B,2,1,0,1,3,3,2,4,6,6,4,2,3,5,2,1
1793,D,6,6,6,6,0,0,0,0,6,6,6,5,6,6,6,2
1794,B,2,1,2,1,3,0,0,0,6,6,6,6,0,0,0,0
1795,B,4,3,2,1,0,0,0,1,6,6,6,5,6,6,6,3
1796,B,4,4,4,2,0,0,0,0,6,6,6,6,5,6,4,3
1797,B,5,5,5,6,3,2,2,0,4,3,3,6,2,4,5,6
1798,D,6,6,5,4,1,2,1,2,3,5,6,2,0,1,2,2
1799,C,5,6,6,5,3,2,2,3,3,3,4,5,2,3,5,6
1800,B,6,6,6,6,0,0,0,0,6,6,6,6,6,6,6,5
1801,B,6,6,6,6,5,5,4,5,0,0,0,0,0,0,1,0
1802,B,0,0,0,1,5,5,6,4,5,4,5,2,6,4,5,3
1803,B,5,5,5,4,5,5,6,5,6,6,6,5,5,6,4,1
1804,B,6,6,6,6,1,0,0,1,4,4,3,2,6,2,4,2
1805,C,2,3,3,3,5,6,4,3,6,4,2,2,6,1,3,1
1806,B,3,3,3,1,0,1,4,2,6,6,5,6,3,5,6,3
1807,B,2,1,1,1,2,2,2,3,2,2,1,6,0,1,0,5
1808,C,5,6,6,6,6,6,5,6,6,5,5,6,1,0,2,3
1809,B,1,0,0,1,5,5,4,6,5,6,5,5,4,1,2,4
1810,B,5,6,6,6,6,6,6,5,0,1,0,0,2,3,4,1
1811,C,1,1,1,3,0,0,0,0,3,2,2,2,3,0,0,1
1812,B,2,1,1,2,5,6,6,5,1,2,2,2,6,3,5,5
1813,B,6,6,6,5,5,4,4,4,0,0,0,0,0,1,1,0
1814,B,0,0,1,0,4,5,5,6,1,1,0,0,6,6,6,1
1815,B,1,1,1,3,3,3,3,3,5,6,6,4,6,6,6,5
1816,C,5,5,6,5,3,2,1,2,4,5,3,1,5,5,5,3
1817,D,3,3,3,4,6,6,6,6,6,6,6,6,4,5,4,5
1818,B,5,5,5,4,4,3,5,3,1,1,2,1,1,0,2,0
1819,B,0,1,1,0,5,5,6,6,4,5,6,1,3,3,4,0
1820,C,2,1,0,1,1,0,0,2,6,6,5,5,2,4,3,2
1821,C,4,4,3,5,3,3,3,4,5,4,2,5,3,1,2,2
1822,B,4,3,2,2,0,1,1,0,5,4,2,2,3,0,0,0
1823,C,3,4,4,4,2,2,4,1,4,3,3,5,4,2,1,3
1824,B,1,1,1,3,5,5,5,5,0,0,0,1,3,3,4,4
1825,B,2,2,2,4,6,5,6,5,2,1,1,1,6,6,6,3
1826,F,3,3,3,1,1,2,2,1,2,2,1,0,2,3,4,1
1827,B,1,0,0,1,0,0,0,0,6,6,5,5,6,6,5,3
1828,B,2,2,2,3,1,1,1,2,6,5,5,6,6,4,6,2
1829,B,1,2,2,2,1,1,2,1,3,4,4,2,3,2,3,6
1830,C,5,5,5,5,6,6,6,6,2,2,2,2,1,2,2,5
1831,C,2,1,1,0,0,0,1,1,4,5,4,4,4,5,4,5
1832,C,2,1,1,0,4,4,3,5,4,2,3,5,2,1,2,5
1833,B,5,6,6,6,5,5,5,4,4,5,5,6,2,4,3,6
1834,B,3,3,3,4,2,2,3,3,2,2,1,4,6,6,3,6
1835,B,3,3,3,4,5,4,5,3,2,2,2,4,5,6,6,5
1836,B,1,1,2,0,0,1,1,2,3,5,6,4,4,5,5,5
1837,B,5,4,4,3,2,2,1,4,2,2,4,5,1,2,4,2
1838,C,4,5,5,5,6,6,6,6,0,0,0,0,3,0,0,0
1839,B,6,6,6,6,2,1,1,2,1,1,1,1,1,2,4,3
1840,C,0,0,0,0,6,6,6,6,3,3,1,2,4,5,4,3
1841,C,4,4,4,5,6,6,6,6,1,1,0,2,1,0,0,3
1842,C,6,6,6,6,3,4,2,2,6,6,6,6,6,6,6,4
1843,C,5,6,6,5,0,1,0,0,5,3,2,3,4,3,0,2
1844,B,4,4,4,1,0,1,3,1,1,3,5,6,3,5,5,5
1845,B,3,3,2,2,3,2,2,3,4,3,2,1,6,4,5,4
1846,B,5,5,5,6,6,6,2,4,6,6,6,6,6,6,3,4
1847,C,6,6,6,6,1,2,2,1,4,5,4,6,3,3,4,5
1848,B,1,1,0,1,5,5,5,5,5,3,2,4,4,5,3,4
1849,B,3,2,2,1,6,6,6,4,2,0,1,3,1,0,1,1
1850,B,3,2,1,2,5,6,5,5,3,2,2,4,5,1,2,4
1851,B,2,2,2,2,1,2,3,1,1,1,1,2,2,4,4,5
1852,C,3,3,4,3,2,3,3,5,2,3,4,1,2,4,2,4
1853,B,2,1,1,2,2,2,3,0,5,5,6,6,5,6,6,0
1854,B,0,1,2,0,1,3,4,2,5,6,4,6,3,4,3,5
1855,B,3,2,1,3,3,3,1,4,4,4,5,4,4,5,2,2
1856,C,0,1,1,0,6,6,6,5,1,0,0,4,0,1,2,4
1857,B,5,4,4,3,1,0,2,4,6,6,6,4,6,5,5,3
1858,B,2,2,1,2,3,4,3,4,1,1,3,5,5,5,6,6
1859,B,0,0,0,2,4,6,5,6,3,3,2,2,3,3,2,3
1860,B,3,4,4,4,3,4,4,2,6,4,4,6,2,2,4,3
1861,C,2,2,3,3,4,4,6,3,6,4,3,5,6,4,5,4
1862,B,6,6,6,6,6,6,6,6,5,4,5,5,1,2,4,2
1863,F,4,4,3,4,3,4,4,4,5,4,3,3,1,0,0,1
1864,B,2,3,2,2,1,1,1,0,2,1,2,3,3,4,1,6
1865,D,6,6,6,4,0,1,0,1,3,5,5,2,2,4,4,3
1866,B,6,6,6,6,0,0,0,0,3,3,5,4,3,0,1,2
1867,C,2,1,1,1,2,2,2,3,1,2,3,2,3,5,4,4
1868,B,4,4,4,3,3,3,4,4,2,1,1,1,0,0,0,1
1869,C,0,0,1,1,2,2,2,3,5,4,4,4,4,2,1,4
1870,B,3,3,4,1,0,0,0,0,6,6,6,5,5,6,6,5
1871,B,1,1,0,1,4,4,5,4,2,2,2,2,6,6,6,5
1872,B,1,1,0,0,3,3,4,5,3,3,3,3,3,4,5,5
1873,C,5,5,4,4,1,1,1,0,3,1,3,4,3,0,0,4
1874,B,0,0,0,0,1,1,1,0,5,5,4,6,0,1,0,0
1875,B,3,3,2,3,2,3,4,2,1,0,0,4,1,2,3,5
1876,C,1,0,1,0,4,4,5,4,3,3,3,5,3,4,5,6
1877,B,3,2,2,3,5,5,6,4,6,6,5,6,6,4,5,2
1878,C,4,4,4,5,5,4,3,4,4,3,2,3,5,6,2,5
1879,B,6,6,6,6,1,1,0,0,3,2,2,3,0,0,1,5
1880,C,1,3,3,3,2,3,3,4,3,4,4,4,1,0,0,4
1881,B,2,1,1,3,3,3,3,5,5,6,6,5,4,5,6,5
1882,B,5,5,5,5,1,2,3,1,2,3,3,5,3,4,5,6
1883,C,0,0,0,0,5,5,5,5,5,2,4,1,5,1,2,6
1884,B,5,6,6,6,4,5,6,3,6,6,5,5,4,5,0,2
1885,B,1,0,1,2,3,4,2,2,2,4,2,4,2,2,2,3
1886,B,6,6,6,6,4,4,3,3,1,1,3,1,0,1,2,0
1887,B,6,5,5,5,3,3,3,5,4,6,5,6,2,4,1,6
1888,B,2,2,1,1,2,2,2,3,2,3,4,5,0,1,2,5
1889,E,2,3,3,2,5,5,5,6,5,6,6,5,5,6,6,6
1890,B,4,5,5,5,3,4,4,1,3,4,5,5,3,5,6,1
1891,B,4,5,5,5,3,3,4,2,0,0,0,0,0,0,0,0
1892,B,1,1,1,2,5,5,5,3,1,1,1,5,3,3,3,5
1893,B,0,0,0,0,4,5,5,2,3,3,5,0,4,5,6,0
1894,B,0,0,0,0,4,4,4,6,5,6,6,5,3,4,3,1
1895,B,2,2,3,2,6,6,6,6,3,2,2,3,2,1,2,4
1896,B,0,0,0,0,6,5,5,3,3,4,6,2,0,0,1,0
1897,B,4,3,3,2,2,2,3,2,0,0,0,0,2,3,0,3
1898,B,2,2,1,3,2,5,5,1,2,2,2,3,4,5,4,4
1899,B,2,1,2,0,0,0,0,1,6,6,6,3,4,4,4,5
1900,C,6,6,6,6,0,0,0,1,4,4,3,4,5,5,3,2
1901,C,2,2,2,0,1,1,1,2,1,3,4,4,2,5,3,3
1902,B,2,2,3,3,4,3,4,4,5,5,5,3,5,5,5,2
1903,C,0,0,0,0,1,2,3,4,4,2,3,2,2,0,2,5
1904,B,4,5,5,6,5,5,5,3,4,5,5,6,6,6,6,6
1905,B,6,6,6,6,5,4,3,5,0,2,4,0,4,6,6,1
1906,B,0,0,0,1,6,6,4,6,5,5,6,2,3,4,3,3
1907,B,5,5,5,6,1,1,0,0,5,6,6,4,5,5,2,3
1908,B,1,1,1,1,4,4,5,4,1,0,0,3,0,0,0,5
1909,C,2,2,1,3,5,5,4,3,3,2,3,6,6,6,6,5
1910,C,0,0,0,0,5,5,5,4,2,2,1,1,2,4,5,1
1911,B,1,0,1,1,3,3,2,3,3,3,5,2,4,4,4,2
1912,B,6,6,6,6,0,1,1,0,5,6,6,6,3,5,5,6
1913,B,5,5,6,6,4,3,3,4,2,3,4,6,5,4,5,6
1914,B,4,4,4,2,0,0,2,1,6,6,6,6,2,2,1,5
1915,B,1,2,1,3,4,5,4,5,1,1,0,1,5,3,2,1
1916,C,2,2,1,3,6,6,6,6,3,2,4,4,5,6,5,6
1917,C,1,1,2,1,4,4,4,6,0,0,0,0,5,5,4,0
1918,B,0,0,0,0,5,5,5,6,2,3,2,1,1,3,5,1
1919,B,1,1,0,2,2,2,3,3,5,5,5,3,5,5,5,5
1920,C,6,6,6,6,0,0,0,0,6,5,5,5,3,2,1,2
1921,B,2,1,1,0,2,3,2,2,5,3,4,3,5,3,2,4
1922,B,6,6,6,5,1,0,1,3,6,5,6,6,5,5,4,6
1923,B,6,5,5,5,3,3,3,4,6,6,6,6,6,6,6,6
1924,B,3,2,2,4,3,4,4,2,3,3,5,4,6,6,6,6
1925,B,3,3,2,1,3,3,4,4,0,1,1,0,0,1,0,0
1926,B,0,0,0,1,2,2,2,3,5,4,4,5,6,6,6,6
1927,B,1,1,3,2,4,3,5,5,5,5,1,4,5,5,1,5
1928,B,0,0,0,0,3,2,2,3,6,4,6,2,2,3,4,2
1929,B,1,1,1,2,4,4,4,4,1,1,2,4,4,5,6,5
1930,C,1,1,1,1,4,4,2,4,1,1,2,2,0,0,2,4
1931,B,5,5,6,5,4,3,4,4,6,6,6,6,4,5,1,6
1932,B,1,1,0,1,4,4,5,4,2,2,2,2,6,6,6,5
1933,B,6,6,6,6,1,0,1,4,3,2,4,2,1,3,4,4
1934,D,2,2,2,3,3,3,3,1,1,1,0,4,3,2,0,4
1935,B,3,4,3,4,3,3,3,2,2,2,1,1,2,1,3,0
1936,B,3,3,4,4,3,3,3,1,0,0,0,1,0,0,1,3
1937,B,2,0,0,0,0,1,0,0,5,6,5,4,2,2,2,1
1938,B,2,2,0,0,0,0,0,0,6,6,6,6,1,3,2,4
1939,B,6,6,6,6,1,1,1,1,2,1,1,4,2,0,2,6
1940,B,4,4,4,4,6,6,6,6,0,0,0,0,0,1,3,3
1941,B,2,2,3,2,3,4,4,3,2,1,4,0,3,0,1,1
1942,B,0,0,1,0,1,1,1,0,2,2,5,5,0,0,1,4
1943,B,1,1,0,0,1,3,3,2,3,3,2,5,5,5,5,4
1944,B,4,3,2,4,3,3,3,3,3,3,4,5,4,4,6,1
1945,B,2,2,2,0,5,5,5,2,6,6,4,5,5,4,1,1
1946,E,6,6,6,4,6,6,5,6,0,0,0,1,1,2,4,6
1947,B,5,4,5,4,0,0,0,1,5,5,3,6,2,3,5,6
1948,B,2,2,2,4,4,4,4,3,3,3,4,4,6,6,6,1
1949,C,2,2,1,2,6,6,6,6,0,1,0,3,3,5,3,2
1950,C,2,2,2,3,2,3,3,4,3,3,3,4,6,6,6,6
1951,C,1,1,0,0,5,5,5,5,6,6,6,4,6,6,6,6
1952,B,0,0,0,1,1,1,2,2,2,2,3,6,2,0,1,5
1953,C,1,1,3,3,1,1,1,1,5,6,3,6,6,6,0,5
1954,C,6,6,6,5,0,0,1,1,6,5,6,6,3,5,6,2
1955,C,3,4,4,5,6,6,6,6,1,1,0,3,4,0,0,4
1956,B,3,4,4,3,5,5,6,6,1,2,2,2,1,1,0,3
1957,B,4,4,4,2,3,4,3,5,4,3,4,5,1,2,4,5
1958,B,2,2,1,0,0,1,1,1,4,1,2,2,4,5,6,4
1959,B,1,2,3,2,4,4,5,6,3,3,3,2,5,5,6,4
1960,C,0,0,0,1,2,2,0,4,1,1,2,1,2,3,0,4
1961,B,2,3,3,3,1,2,3,3,5,4,4,2,3,4,3,2
1962,B,1,1,3,2,4,3,4,2,1,1,0,2,5,5,3,3
1963,B,1,3,2,1,5,5,6,4,4,3,5,5,3,4,5,6
1964,B,3,2,2,0,0,0,0,2,6,4,5,5,3,3,5,5
1965,B,5,5,5,6,2,1,1,3,5,5,5,4,3,0,0,0
